Product,Model,GA Date,EOL Date,EOPS Date,EOSL Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Include?,GA Updated?,EOL Updated?,EOPS Updated?,EOSL Updated?,Date Red to Black,Longest Proudct Name
EMC Disk Library (EDL),DL3D 1500,4-Jun-08,31-Jan-10,31-Jan-15,31-Jan-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,22
EMC Disk Library (EDL),DL3D 3000,4-Jun-08,31-Jan-10,31-Jan-15,31-Jan-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,22
EMC Disk Library (EDL),DL4100,1-Nov-06,30-Apr-08,30-Apr-13,30-Apr-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Disk Library (EDL),DL4106,1-Nov-07,1-Apr-10,30-Jun-15,30-Jun-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,22
EMC Disk Library (EDL),DL4200,1-Nov-06,30-Apr-08,30-Apr-13,30-Apr-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Disk Library (EDL),DL4206,1-Nov-07,1-Apr-10,30-Jun-15,30-Jun-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,22
EMC Disk Library (EDL),DL4400,1-Nov-06,30-Apr-08,30-Apr-13,30-Apr-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Disk Library (EDL),DL4406,1-Nov-07,1-Apr-10,30-Jun-15,30-Jun-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,22
EMC Disk Library (EDL),DL5100,15-Mar-10,31-Dec-10,31-Dec-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,1-Dec-15,22
EMC Disk Library (EDL),DL5200,18-Dec-09,30-Sep-11,30-Sep-16,30-Sep-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,22
EMC Disk Library (EDL),DL700 1.2,1-Dec-04,30-Sep-05,30-Sep-10,30-Sep-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Disk Library (EDL),DL710,1-Sep-05,30-Apr-07,30-Apr-12,30-Apr-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Disk Library (EDL),DL720,1-Sep-05,30-Apr-07,30-Apr-12,30-Apr-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
EMC Disk Library (EDL),DL740,1-Sep-05,30-Apr-07,30-Apr-12,30-Apr-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,22
File Management Appliance,Gen 4,1-Sep-06,1-Apr-07,30-Apr-12,30-Apr-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,no,1-Dec-15,25
File Management Appliance,Gen 5,1-Apr-07,1-Jul-08,31-Jul-13,31-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,yes,1-Dec-15,25
File Management Appliance,Gen 6,1-Jul-08,10-Jul-10,31-Jul-15,31-Jul-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,yes,1-Dec-15,25
File Management Appliance,Gen 7,10-Jul-10,1-Apr-13,31-Mar-18,31-Mar-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,no,1-Dec-15,25
File Management Appliance/CTA,Gen 8,19-Sep-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,29
Greenplum Data Computing Appliance V1,GP100,9-Sep-10,31-Mar-14,31-Mar-17,31-Mar-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,37
Greenplum Data Computing Appliance V1,GP1000,9-Sep-10,31-Mar-14,31-Mar-17,31-Mar-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,37
Greenplum Data Computing Appliance V1,GP1000C,18-Mar-11,31-Mar-14,31-Mar-17,31-Mar-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,37
Greenplum Data Computing Appliance V1,GP100C,18-Mar-11,31-Mar-14,31-Mar-17,31-Mar-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,37
Greenplum Data Computing Appliance V2,Unified Analytics Platform,30-Jan-13, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,37
Greenplum Data Computing Capacity Appliance,GP10C,18-Mar-11,31-Mar-14,30-Jun-18,30-Jun-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,43
Greenplum Data Integration Accelerator,,18-Mar-11,31-Mar-14,30-Jun-18,30-Jun-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,1-Dec-15,38
Invista (1.x),INV-CTL,16-Dec-05,30-Jun-07,30-Sep-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,13
Invista (2.x),INV-CTL2,12-Jun-07,31-Jan-11,31-Jan-16,31-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,13
Isilon,108NL,18-Mar-11,25-Sep-12,31-Oct-17,31-Oct-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,36NL,15-Apr-09,25-Sep-12,31-Oct-17,31-Oct-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,72NL,15-Dec-09,25-Sep-12,31-Oct-17,31-Oct-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,EX12000,15-Oct-07,31-Dec-11,1-Jan-17,31-Jan-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,EX6000,15-Mar-07,31-Dec-11,1-Jan-17,31-Jan-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,EX9000,15-Jul-07,1-May-10,31-Aug-15,31-Aug-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,30-Jun-15,6
Isilon,IQ Classic,,1-Jul-04,1-Jul-07,31-Jul-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,6
Isilon,IQ10000x-SSD,15-Feb-10,31-Dec-11,1-Jan-17,31-Jan-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,IQ12000i,15-Oct-07,30-May-08,30-Jun-13,30-Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,1-Dec-15,6
Isilon,IQ12000x,15-Dec-07,31-Dec-11,1-Jan-17,31-Jan-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,IQ1440,,10-Mar-06,31-Mar-09,31-Mar-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,6
Isilon,IQ1920e,15-Mar-06,30-May-08,30-Jun-13,30-Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,1-Dec-15,6
Isilon,IQ1920i,15-Mar-07,30-May-08,30-Jun-13,30-Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,1-Dec-15,6
Isilon,IQ1920x,15-Jan-08,30-Jun-11,31-Jul-16,31-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,30-Jun-15,6
Isilon,IQ200 ,15-Jan-07,28-Aug-08,28-Aug-11,28-Aug-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,IQ2250,,10-Mar-06,31-Mar-09,31-Mar-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,6
Isilon,IQ3000e,15-Apr-07,30-May-08,30-Jun-13,30-Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,1-Dec-15,6
Isilon,IQ3000i,15-Mar-07,30-May-08,30-Jun-13,30-Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,1-Dec-15,6
Isilon,IQ3000x,15-Oct-07,1-May-10,31-Aug-15,31-Aug-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,30-Jun-15,6
Isilon,IQ32000x-SSD,15-Feb-10,25-Sep-12,31-Oct-17,31-Oct-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,IQ36000x,15-Apr-09,25-Sep-12,31-Oct-17,31-Oct-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,IQ4800e,,1-Dec-06,1-Dec-11,1-Dec-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,6
Isilon,IQ4800i,,1-Dec-06,1-Dec-11,1-Dec-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,6
Isilon,IQ5000S-SSD,15-Sep-09,31-Dec-11,1-Jan-17,31-Jan-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,IQ5400S,15-Mar-09,31-Dec-11,1-Jan-17,31-Jan-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,IQ6000e,15-Mar-07,30-May-08,30-Jun-13,30-Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,1-Dec-15,6
Isilon,IQ6000Ge,15-Mar-07,30-May-08,30-Jun-13,30-Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,1-Dec-15,6
Isilon,IQ6000i,15-Mar-10,30-May-08,30-Jun-13,30-Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,1-Dec-15,6
Isilon,IQ6000x,15-Dec-07,31-Dec-11,1-Jan-17,31-Jan-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,IQ72000x,15-Dec-09,25-Sep-12,31-Oct-17,31-Oct-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,IQ9000i,15-Jul-07,30-May-08,30-Jun-13,30-Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,1-Dec-15,6
Isilon,IQ9000x,15-Dec-07,1-May-10,31-Aug-15,31-Aug-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,30-Jun-15,6
Isilon,IQ-Accelerator-i,,24-Apr-10,23-Apr-15,23-Apr-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,1-Dec-15,6
Isilon,Switch CISCO 48-PORT IB Switch 7008P,2-Oct-08,30-Apr-09,30-May-13,31-May-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,Switch CISCO 96-Port IB Switch,2-Oct-08,30-Apr-09,30-May-13,31-May-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,Switch CISCO TOPSPIN 24-PORT IB Switch,3-Oct-08,30-Apr-09,30-May-13,31-May-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,Switch FLEXTRONICS 24-PORT DDR IB Switch,25-Feb-09,1-Aug-11,30-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,Switch FLEXTRONICS 8-PORT IB Switch,3-Oct-08,1-Aug-11,30-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,Switch MELLANOX 18-PORT QDR IB Switch *,5-May-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,1-Dec-15,6
Isilon,Switch MELLANOX 24-PORT IB Switch,3-Oct-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,1-Dec-15,6
Isilon,Switch MELLANOX 36-PORT QDR IB Switch,5-May-11,20-Aug-13,31-Aug-18,31-Aug-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,Switch MELLANOX 8-PORT QDR IB Switch,3-Oct-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,Switch QLOGIC 18-PORT QDR IB Switch, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,1-Dec-15,6
Isilon,Switch QLOGIC 24-PORT QDR UPGRADE LEAF,2-May-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,1-Dec-15,6
Isilon,Switch QLOGIC 36-PORT QDR IB Switch,21-Mar-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,1-Dec-15,6
Isilon,Switch QLOGIC 48-PORT QDR IB Switch,3-Nov-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,1-Dec-15,6
Isilon,Switch QLOGIC SILVERSTORM 144-PORT DDR IB Switch,24-Feb-09,31-Mar-11,30-Mar-16,31-Mar-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,Switch QLOGIC SILVERSTORM 24-PORT DDR IB Switch,23-Feb-09,10-May-11,11-May-16,31-May-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,Switch QLOGIC SILVERSTORM 48-PORT DDR IB Switch,24-Feb-09,31-Mar-11,30-Mar-16,31-Mar-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,Switch QLOGIC SILVERSTORM 96-PORT DDR IB Switch,24-Feb-09,31-Mar-11,30-Mar-16,31-Mar-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,Switch TOPSPIN 48-PORT IB Switch,3-Oct-08,30-Apr-09,30-May-13,31-May-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,Switch TOPSPIN 72-PORT IB Switch,3-Oct-08,30-Apr-09,30-May-13,31-May-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,Switch TOPSPIN 96-PORT IB Switch,2-Oct-08,30-Apr-09,30-May-13,31-May-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,A100 ,1-Jul-13, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,31-Aug-15,6
Isilon,A100 with 16GB DIMM,1-Jul-13,31-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,31-Aug-15,6
Isilon,X200,1-Apr-11,31-Mar-16,31-Mar-21,31-Mar-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,X200 - 500GB SATA,1-Apr-11,31-Dec-13,31-Dec-18,31-Dec-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,X210,27-Jul-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,X400,2-Apr-12,30-Jun-15,30-Jun-20,30-Jun-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,30-Jun-15,6
Isilon,X400 - 100GB SSD,2-Apr-12,31-Dec-13,31-Dec-18,31-Dec-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,30-Jun-15,6
Isilon,X410,14-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,X410 - 32GB DIMM,14-Jul-14,31-Jul-16,31-Jul-21,31-Jul-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,NL400,2-Apr-12,31-Mar-16,31-Mar-21,31-Mar-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,NL410,27-Jul-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,S200,1-Apr-11,30-Jun-15,30-Jun-20,30-Jun-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,yes,30-Jun-15,6
Isilon,S200 - 100GB SSD,1-Apr-11,31-Dec-13,31-Dec-18,31-Dec-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,yes,30-Jun-15,6
Isilon,S210,14-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Isilon,S210 - 32GB DIMM,14-Jul-14,31-Jul-16,31-Jul-21,31-Jul-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,6
Isilon,HD400,12-Jan-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,1-Dec-15,6
Mainframe Disk Library (MDL),J-MDL-100S-E, -,2-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-100S-E6, -,1-Feb-10,28-Feb-15,28-Feb-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-100S-M, -,2-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-100S-S, -,2-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-100S-S6, -,1-Feb-10,28-Feb-15,28-Feb-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-100U-M, -,1-Dec-10,31-Dec-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-100U-S, -,1-Dec-10,31-Dec-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-100V-E, -,1-Dec-10,31-Dec-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-100V-M, -,1-Dec-10,31-Dec-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-100V-S, -,1-Dec-10,31-Dec-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-2000-E, -,2-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-2000-E6, -,1-Feb-10,28-Feb-15,28-Feb-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-2000-EC, -,2-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-2000-M, -,30-Jun-17,30-Jun-17,30-Jun-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-2000-M6, -,1-Feb-10,28-Feb-15,28-Feb-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-2000-MC, -,2-Dec-11,31-Dec-16,31-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-2000-MD, -,1-Apr-12,30-Apr-17,30-Apr-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-2000-S, -,30-Jun-17,30-Jun-17,30-Jun-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
Mainframe Disk Library (MDL),J-MDL-2000-S6, -,1-Feb-10,28-Feb-15,28-Feb-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,1-Dec-15,28
